"nom de l'enseigne";"date de l'export";"code de l'article";"libellé de l'article";"référence de la marque";"code EAN";"nom de la marque";"prix net HT du client dans l'agence";"prix public HT";"total ecocontribution HT";"disponibilité";"unité de vente (par m², ...)";"libellé unité de vente (par m², ...)";"conditionnement (par m², ...)";"libellé conditionnement (par m², ...)";"code nomenclature niv. 1";"libellé nomenclature niv. 1";"code nomenclature niv. 2";"libellé nomenclature niv. 2";"code nomenclature niv. 3";"libellé nomenclature niv. 3";"code nomenclature niv. 4";"libellé nomenclature niv. 4";"code nomenclature niv. 5";"libellé nomenclature niv. 5"
"dispano";"20211005";"3769663";"Contreplaqué tout Okoumé Tebomarine âme Okoumé constituée de 5 plis faces Okoumé II/III collage classe 3 certifié CTBX pour usage dans la construction navale format 250x122cm format 9mm";"0425012209002";"";"THEBAULT JEAN";"30.80";"38.45";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406192";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 30mm";"241806010100059";"";"GARNICA";"44.62";"55.71";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6123425";"Contreplaqué Twin Okoumé Tebotwin âme Peuplier faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 18mm";"0125012218014";"";"THEBAULT JEAN";"26.65";"31.51";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734643";"Contreplaqué Okouplak standard tout Okoumé qualité II/III intérieur collage CL1 250x122cm 8mm";"11K.3B";"";"JOUBERT PLYWOOD";"16.16";"20.19";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406172";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 250x122cm 8mm";"241806010100026";"";"GARNICA";"9.79";"12.22";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734680";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 22mm";"42T.3J";"";"JOUBERT PLYWOOD";"35.22";"41.64";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6459647";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 25mm";"12S3J25";"";"JOUBERT PLYWOOD";"34.12";"42.6";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406189";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 18 mm";"241806010100058";"";"GARNICA";"23.09";"28.83";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406174";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 250x122cm 12mm";"241806010100042";"";"GARNICA";"15.86";"19.8";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406201";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 15 mm";"241806030100132";"3306940734652";"GARNICA";"18.17";"22.69";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406176";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 250x122cm 18 mm";"241806010100029";"";"GARNICA";"22.16";"27.66";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7833533";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 250x122cm 22mm";"PAN0501";"";"SAS ALLIN";"51.26";"64.0";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406191";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 25mm";"241806010100085";"";"GARNICA";"38.15";"47.63";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894497";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 22mm";"0231015322001";"";"THEBAULT JEAN";"43.68";"54.53";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1918397";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x122cm format 40mm";"0425012240001";"";"THEBAULT JEAN";"128.34";"160.23";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894459";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 12mm";"0231015312001";"";"THEBAULT JEAN";"24.64";"30.77";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3018092";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x122cm format 35mm";"0425012235001";"";"THEBAULT JEAN";"112.32";"140.22";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406205";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 30mm";"241806030100134";"";"GARNICA";"41.95";"52.37";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3053692";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x122cm format 25mm";"0425012225001";"";"THEBAULT JEAN";"72.91";"91.02";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3815269";"Contreplaqué tout Okoumé Tebomarine âme Okoumé constituée de 7 plis faces Okoumé II/III collage CL3 certif CTBX usage dans la construction naval 250X122cm 15mm";"0425012215002";"";"THEBAULT JEAN";"42.83";"50.62";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3196665";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x153cm format 35mm";"425012235001";"";"THEBAULT JEAN";"112.32";"140.22";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406209";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 5 mm";"241806030100141";"";"GARNICA";"10.19";"12.72";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734692";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 22mm";"12S.3J";"";"JOUBERT PLYWOOD";"32.45";"39.19";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406190";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 22 mm";"241806010100089";"";"GARNICA";"31.12";"38.86";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3769676";"Contreplaqué tout Okoumé Tebomarine âme Okoumé constituée de 7 plis faces Okoumé II/III collage CL3 certif CTBX usage dans la construction naval 310x153cm 15mm";"0431015315002";"";"THEBAULT JEAN";"40.98";"48.44";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135420";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 40mm";"42T3J 40 P";"";"JOUBERT PLYWOOD";"70.87";"88.49";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7833530";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 250x122cm 12mm";"PAN0498";"";"SAS ALLIN";"26.22";"32.74";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893585";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 30mm";"0125012230001";"";"THEBAULT JEAN";"48.48";"60.51";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1918429";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 310x153cm format 40mm";"0431015340001";"";"THEBAULT JEAN";"148.89";"185.89";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406185";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 8mm";"241806010100084";"";"GARNICA";"13.26";"16.56";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406178";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 250x122cm 25mm";"241806010100040";"";"GARNICA";"36.11";"45.09";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3196663";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x153cm format 25mm";"425012225001";"";"THEBAULT JEAN";"72.91";"91.02";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893595";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 310X153cm 10 mm";"0131015310001";"";"THEBAULT JEAN";"16.54";"20.64";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734688";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 8mm";"12S.3J";"";"JOUBERT PLYWOOD";"15.58";"19.45";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7833542";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 310x153cm 18mm";"PAN0504";"";"SAS ALLIN";"44.36";"55.39";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894162";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 250X122cm 8 mm";"0225012208001";"";"THEBAULT JEAN";"16.73";"20.89";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893582";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 22mm";"0125012222001";"";"THEBAULT JEAN";"36.74";"45.87";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406217";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 25mm";"241806030100143";"";"GARNICA";"41.92";"52.33";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1918412";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 310x153cm format 30mm";"0431015330001";"";"THEBAULT JEAN";"111.65";"139.39";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406186";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 10 mm";"241806010100087";"";"GARNICA";"13.75";"17.17";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135419";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 30mm";"42T3J 30 P";"";"JOUBERT PLYWOOD";"52.72";"65.81";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6123435";"Contreplaqué Twin Okoumé Tebotwin âme Peuplier faces Okoumé II/III collage CL1 usage intér. en milieu sec 310x153cm 22mm";"0131015322014";"";"THEBAULT JEAN";"32.21";"40.2";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734676";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 8mm";"42T.3J";"";"JOUBERT PLYWOOD";"16.38";"19.36";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3769661";"Contreplaqué tout Okoumé Tebomarine âme Okoumé constituée de 3 plis faces Okoumé II/III collage classe 3 certifié CTBX pour usage dans la construction navale format 250x122cm format 6mm";"0425012206002";"";"THEBAULT JEAN";"24.15";"30.16";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894442";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 8 mm";"0231015308001";"";"THEBAULT JEAN";"17.51";"21.85";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893573";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 5mm";"0125012205001";"";"THEBAULT JEAN";"9.06";"11.32";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7833528";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 250x122cm 8mm";"PAN1600";"";"SAS ALLIN";"19.64";"24.52";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893577";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 10mm";"0125012210001";"";"THEBAULT JEAN";"15.25";"19.05";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3132104";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x153cm format 40mm";"425012240001";"";"THEBAULT JEAN";"128.34";"160.23";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734636";"Contreplaqué Okouplak standard tout Okoumé qualité II/III intérieur collage CL1 310x153cm 15mm";"11K.3J";"";"JOUBERT PLYWOOD";"28.97";"36.17";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893578";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 12mm";"0125012212001";"";"THEBAULT JEAN";"19.66";"24.54";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734696";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 15mm";"42T.3B";"";"JOUBERT PLYWOOD";"24.13";"28.53";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734681";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 250x122cm 5mm";"12S.3B";"";"JOUBERT PLYWOOD";"9.66";"12.06";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734655";"Contreplaqué Okouplak standard tout Okoumé qualité II/III intérieur collage CL1 310x153cm 8mm";"11K.3J";"";"JOUBERT PLYWOOD";"19.16";"23.92";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894155";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 250X122cm 5mm";"0225012205001";"225012205001";"THEBAULT JEAN";"10.86";"12.84";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404104";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL1 usage intér. milieu sec 250x122cm 5mm";"182304010100026";"";"GARNICA";"8.93";"11.16";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404106";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL1 usage intér. milieu sec 250x122cm 10mm";"182304010100108";"";"GARNICA";"11.65";"14.54";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404132";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL3 usage ext. et milieu humide 250x122cm 5mm";"182304030100028";"3306940869552";"GARNICA";"10.15";"12.0";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404148";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL3 usage ext. et milieu humide 310x153cm 18mm";"182304030100075";"";"GARNICA";"33.87";"42.27";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404150";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL3 usage ext. et milieu humide 310x153cm 25mm";"182304030100125";"";"GARNICA";"40.49";"50.55";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404119";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL1 usage intér. milieu sec 310x153cm 15mm";"182304010100003";"";"GARNICA";"22.64";"26.76";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404122";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL1 usage intér. milieu sec 310x153cm 25mm";"182304010100002";"";"GARNICA";"36.79";"45.92";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6404112";"Contreplaqué Twin Globulus Elegance âme Peuplier faces Eucalyptus tranchées II/III collage CL1 usage intér. milieu sec 250x122cm 30mm";"182304010100120";"";"GARNICA";"39.94";"49.87";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
