"nom de l'enseigne";"date de l'export";"code de l'article";"libellé de l'article";"référence de la marque";"code EAN";"nom de la marque";"prix net HT du client dans l'agence";"prix public HT";"total ecocontribution HT";"disponibilité";"unité de vente (par m², ...)";"libellé unité de vente (par m², ...)";"conditionnement (par m², ...)";"libellé conditionnement (par m², ...)";"code nomenclature niv. 1";"libellé nomenclature niv. 1";"code nomenclature niv. 2";"libellé nomenclature niv. 2";"code nomenclature niv. 3";"libellé nomenclature niv. 3";"code nomenclature niv. 4";"libellé nomenclature niv. 4";"code nomenclature niv. 5";"libellé nomenclature niv. 5"
"dispano";"20211005";"7833538";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 310x153cm 8mm";"PAN1605";"";"SAS ALLIN";"21.14";"26.4";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734699";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 250x122cm 12mm";"12S3B 12 P";"";"JOUBERT PLYWOOD";"18.28";"22.82";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1918391";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x122cm format 30mm";"0425012230001";"";"THEBAULT JEAN";"96.26";"120.17";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406213";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 12mm";"241806030100130";"";"GARNICA";"17.97";"22.44";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734675";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 5 mm";"42T3J 5 P";"";"JOUBERT PLYWOOD";"11.86";"14.02";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893591";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 310X153cm 5 mm";"0131015305001";"";"THEBAULT JEAN";"9.78";"12.22";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135417";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 30mm";"42T3B 30 P";"";"JOUBERT PLYWOOD";"53.16";"62.84";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3769677";"Contreplaqué tout Okoumé Tebomarine âme Okoumé constituée de 9 plis faces Okoumé II/III collage CL3 certif CTBX usage dans la construction naval 310x153cm 18mm";"0431015318002";"";"THEBAULT JEAN";"49.78";"58.85";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6123448";"Contreplaqué Twin Okoumé Tebotwin âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 8mm";"0231015308014";"";"THEBAULT JEAN";"15.35";"19.18";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734700";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 12mm";"12S3J 12 P";"";"JOUBERT PLYWOOD";"18.63";"23.26";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7833541";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 310x153cm 15mm";"PAN0503";"";"SAS ALLIN";"36.97";"46.15";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406187";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 12mm";"241806010100088";"";"GARNICA";"17.07";"21.31";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894401";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 5mm";"0231015305001";"";"THEBAULT JEAN";"11.88";"14.84";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406214";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 15 mm";"241806030100112";"";"GARNICA";"19.38";"24.19";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406206";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 40mm";"241806030100164";"";"GARNICA";"65.56";"81.85";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135416";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 25mm";"42T3B 25 P";"";"JOUBERT PLYWOOD";"45.30";"56.56";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3196662";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 250x153cm format 22mm";"425012222001";"";"THEBAULT JEAN";"64.19";"80.14";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894737";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 25mm";"0231015325001";"";"THEBAULT JEAN";"51.89";"64.79";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734633";"Contreplaqué Okouplak standard tout Okoumé qualité II/III intérieur collage CL1 310x153cm 10mm";"11K.3J";"";"JOUBERT PLYWOOD";"19.70";"24.6";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3053689";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage CL3 certif CTBX pour volets 250X122cm 18mm";"0425012218001";"";"THEBAULT JEAN";"54.35";"67.85";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734689";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 10mm";"12S.3J";"";"JOUBERT PLYWOOD";"14.76";"18.43";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406193";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 40mm";"241806010100110";"";"GARNICA";"67.27";"83.98";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893677";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 310X153cm 22mm";"0131015322001";"";"THEBAULT JEAN";"43.21";"53.93";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894483";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 18mm";"0231015318001";"";"THEBAULT JEAN";"28.89";"34.15";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3053688";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage CL3 certif CTBX pour volets 250X122cm 15mm";"0425012210001";"";"THEBAULT JEAN";"25.96";"32.41";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406173";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 250x122cm 10 mm";"241806010100027";"";"GARNICA";"12.79";"15.97";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406202";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 18 mm";"241806030100133";"3306940734669";"GARNICA";"22.34";"27.89";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406177";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 250x122cm 22mm";"241806010100043";"";"GARNICA";"26.27";"32.8";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406199";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 10 mm";"241806030100135";"3306940734645";"GARNICA";"13.40";"16.73";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135413";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 250x122cm 40mm";"12S3B 40 P";"";"JOUBERT PLYWOOD";"66.93";"83.55";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734632";"Contreplaqué Okouplak standard tout Okoumé qualité II/III intérieur collage CL1 310x153cm 5mm";"11K.3J";"";"JOUBERT PLYWOOD";"12.13";"15.14";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3769664";"Contreplaqué tout Okoumé Tebomarine âme Okoumé constituée de 9 plis faces Okoumé II/III collage classe 3 certifié CTBX pour usage dans la construction navale format 250x122cm format 18mm";"0425012218002";"";"THEBAULT JEAN";"55.36";"69.11";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3053704";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 310x153cm format 25mm";"0431015325001";"";"THEBAULT JEAN";"84.61";"105.62";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6123436";"Contreplaqué Twin Okoumé Tebotwin âme Peuplier faces Okoumé II/III collage CL1 usage intér. en milieu sec 310x153cm 25mm";"0131015325014";"";"THEBAULT JEAN";"37.84";"47.24";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3018093";"Contreplaqué tout Okoumé Tebogarant âme Okoumé faces Okoumé II/II collage classe 3 certifié CTBX pour la fabrication de volets format 310x153cm format 35mm";"0431015335001";"";"THEBAULT JEAN";"130.28";"162.64";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734687";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 5mm";"12S3J 5 P";"";"JOUBERT PLYWOOD";"11.59";"14.46";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135414";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 30mm";"12S3J 30 P";"";"JOUBERT PLYWOOD";"44.52";"55.59";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894384";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 250X122cm 25mm";"0225012225001";"";"THEBAULT JEAN";"42.15";"52.62";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7833532";"Contreplaqué tout okoumé Allin Marine âme okoume faces okoume choix II/III collage CL3 certif CTB-X  construction navale 250x122cm 18mm";"PAN0500";"";"SAS ALLIN";"41.20";"51.44";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893867";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 310x153cm 30mm";"0131015330001";"";"THEBAULT JEAN";"60.54";"75.56";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734684";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 250x122cm 15mm";"12S3B 15 P";"";"JOUBERT PLYWOOD";"21.70";"27.08";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135418";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 40mm";"42T3B 40 P";"";"JOUBERT PLYWOOD";"67.17";"83.86";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734686";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 250x122cm 22mm";"12S.3B";"";"JOUBERT PLYWOOD";"31.58";"37.31";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893681";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL1 usage intér. en milieu sec 310X153cm 25mm";"0131015325001";"";"THEBAULT JEAN";"37.96";"47.39";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"7135415";"Contreplaqué Twin Okoumé Startplak âme peuplier faces Okoumé II/III collage CL1 usage intér. mileu sec 310x153cm 40mm";"12S3J 40 P";"";"JOUBERT PLYWOOD";"66.93";"83.55";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1893592";"Contreplaqué Twin Okoumé Tebotwin âme Peuplier faces Okoumé II/III collage CL1 usage intér. en milieu sec 310x153cm 6mm";"0131015306001";"";"THEBAULT JEAN";"13.94";"17.4";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6459649";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 25mm";"42T3J25";"";"JOUBERT PLYWOOD";"39.81";"49.71";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894447";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 10mm";"0231015310001";"";"THEBAULT JEAN";"19.05";"22.51";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894164";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 250X122cm 12mm";"0225012212001";"";"THEBAULT JEAN";"22.52";"28.11";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406188";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 15 mm";"241806010100063";"";"GARNICA";"19.50";"24.34";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734693";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 5mm";"42T.3B";"";"JOUBERT PLYWOOD";"12.36";"15.41";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894462";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 15mm";"0231015315001";"";"THEBAULT JEAN";"25.31";"29.92";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406198";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 8 mm";"241806030100138";"";"GARNICA";"12.78";"15.95";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734694";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 8mm";"42T.3B";"";"JOUBERT PLYWOOD";"14.94";"17.66";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"1894766";"Contreplaqué tout Okoumé Teboply âme Okoumé faces Okoumé II/III collage CL3 certif CTBX usage ext. et milieu humide 310x153cm 30mm";"0231015330001";"";"THEBAULT JEAN";"70.51";"88.04";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734697";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 18mm";"42T.3B";"";"JOUBERT PLYWOOD";"27.68";"32.71";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406183";"Contreplaqué Twin Okoumé Tradition âme Peuplier faces Okoumé II/III collage CL1 usage intér. milieu sec 310x153cm 5 mm";"241806010100057";"";"GARNICA";"9.30";"11.61";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406211";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 8 mm";"241806030100136";"";"GARNICA";"14.01";"17.49";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6123423";"Contreplaqué Twin Okoumé Tebotwin âme Peuplier faces Okoumé II/III collage CL1 usage intér. en milieu sec 250X122cm 12mm";"0125012212014";"";"THEBAULT JEAN";"19.56";"24.41";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406200";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 250x122cm 12mm";"241806030100131";"";"GARNICA";"17.97";"22.44";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"6406215";"Contreplaqué Twin Okoumé Tradition Navy âme Peuplier faces Okoumé II/III collage CL3 certif CTB-X usage ext. et milieu humide 310x153cm 18 mm";"241806030100124";"";"GARNICA";"25.10";"31.34";"0";"SUR COMMANDE";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734701";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 250x122cm 12mm";"42T3B 12 P";"";"JOUBERT PLYWOOD";"22.04";"26.07";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
"dispano";"20211005";"3734702";"Contreplaqué Twin Okoumé Startplex âme peuplier faces Okoumé II/III collage CL3 certif NF ext. CTBX usage ext. et locaux humides 310x153cm 12mm";"42T3J 12 P";"";"JOUBERT PLYWOOD";"22.36";"26.43";"0";"EN STOCK";"M2";"Mètre carré";"PN";"Panneau plaque";"SNV1_DIG_2017366";"Panneaux bruts";"VISU_DIG_ONV2_2027931";"Contreplaqués";"";"";"";"";"";""
